Organism_Name,HB,Month,FY,Total_Specimens,CO_Specimens,HO_Specimens,Mon_Pop,Mon_Total_Pop_Rate,Mon_HO_Pop_Rate,Mon_Adm,Mon_Total_Adm_Rate,Mon_HO_Adm_Rate
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,May,2021/22,12,8,4,37550.1726,31.96,10.65,5298,2.27,0.76
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jun,2021/22,11,7,4,36338.87671,30.27,11.01,5693,1.93,0.7
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jul,2021/22,12,7,5,37550.1726,31.96,13.32,5401,2.22,0.93
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Aug,2021/22,9,8,1,37550.1726,23.97,2.66,5029,1.79,0.2
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Sep,2021/22,7,6,1,36338.87671,19.26,2.75,5664,1.24,0.18
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Oct,2021/22,6,6,0,37550.1726,15.98,0.0,5617,1.07,0.0
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Nov,2021/22,9,6,3,36338.87671,24.77,8.26,5594,1.61,0.54
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Dec,2021/22,11,7,4,37550.1726,29.29,10.65,5231,2.1,0.76
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jan,2021/22,10,7,3,37550.1726,26.63,7.99,4721,2.12,0.64
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Feb,2021/22,7,3,4,33916.28493,20.64,11.79,4513,1.55,0.89
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Mar,2021/22,13,10,3,37550.1726,34.62,7.99,5373,2.42,0.56
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Apr,2022/23,15,11,4,36496.19178,41.1,10.96,4752,3.16,0.84
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,May,2022/23,15,8,7,37712.73151,39.77,18.56,5270,2.85,1.33
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jun,2022/23,11,9,2,36496.19178,30.14,5.48,5136,2.14,0.39
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jul,2022/23,16,12,4,37712.73151,42.43,10.61,5235,3.06,0.76
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Aug,2022/23,14,11,3,37712.73151,37.12,7.95,4876,2.87,0.62
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Sep,2022/23,13,6,7,36496.19178,35.62,19.18,4933,2.64,1.42
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Oct,2022/23,8,7,1,37712.73151,21.21,2.65,5626,1.42,0.18
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Nov,2022/23,14,13,1,36496.19178,38.36,2.74,5613,2.49,0.18
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Dec,2022/23,12,5,7,37712.73151,31.82,18.56,5724,2.1,1.22
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jan,2022/23,13,7,6,37712.73151,34.47,15.91,5283,2.46,1.14
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Feb,2022/23,7,6,1,34063.11233,20.55,2.94,4993,1.4,0.2
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Mar,2022/23,9,5,4,37712.73151,23.86,10.61,5758,1.56,0.69
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Apr,2023/24,10,7,3,36699.78082,27.25,8.17,5042,1.98,0.6
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,May,2023/24,12,9,3,37923.10685,31.64,7.91,5685,2.11,0.53
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jun,2023/24,15,13,2,36699.78082,40.87,5.45,5768,2.6,0.35
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jul,2023/24,12,9,3,37923.10685,31.64,7.91,5868,2.04,0.51
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Aug,2023/24,13,9,4,37923.10685,34.28,10.55,5670,2.29,0.71
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Sep,2023/24,15,12,3,36699.78082,40.87,8.17,5897,2.54,0.51
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Oct,2023/24,13,11,2,37923.10685,34.28,5.27,6324,2.06,0.32
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Nov,2023/24,11,9,2,36699.78082,29.97,5.45,6387,1.72,0.31
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Dec,2023/24,6,4,2,37923.10685,15.82,5.27,5869,1.02,0.34
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jan,2023/24,15,10,5,37923.10685,39.55,13.18,6093,2.46,0.82
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Feb,2023/24,4,3,1,34253.12877,11.68,2.92,5792,0.69,0.17
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Mar,2023/24,13,10,3,37923.10685,34.28,7.91,6078,2.14,0.49
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Apr,2024/25,12,9,3,36599.5082,32.79,8.2,5829,2.06,0.51
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,May,2024/25,16,9,7,37819.4918,42.31,18.51,5836,2.74,1.2
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jun,2024/25,10,8,2,36599.5082,27.32,5.46,5386,1.86,0.37
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jul,2024/25,5,3,2,37819.4918,13.22,5.29,5812,0.86,0.34
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Aug,2024/25,14,10,4,37819.4918,37.02,10.58,5093,2.75,0.79
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Sep,2024/25,10,7,3,36599.5082,27.32,8.2,5285,1.89,0.57
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Oct,2024/25,13,10,3,37819.4918,34.37,7.93,5734,2.27,0.52
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Nov,2024/25,7,6,1,36599.5082,19.13,2.73,5667,1.24,0.18
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Dec,2024/25,11,8,3,37819.4918,29.09,7.93,5366,2.05,0.56
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jan,2024/25,14,12,2,37819.4918,37.02,5.29,5060,2.77,0.4
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Feb,2024/25,10,7,3,35379.52459,28.26,8.48,4679,2.14,0.64
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Mar,2024/25,9,6,3,37819.4918,23.8,7.93,5245,1.72,0.57
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Apr,2025/26,12,7,5,36699.78082,32.7,13.62,4964,2.42,1.01
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,May,2025/26,6,5,1,37923.10685,15.82,2.64,5078,1.18,0.2
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jun,2025/26,8,6,2,36699.78082,21.8,5.45,5173,1.55,0.39
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jul,2025/26,12,8,4,37923.10685,31.64,10.55,5407,2.22,0.74
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Aug,2025/26,12,10,2,37923.10685,31.64,5.27,5407,2.22,0.37
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Sep,2025/26,8,5,3,36699.78082,21.8,8.17,5407,1.48,0.55
S. aureus bacteraemia,Hywel Dda UHB,Apr,2020/21,10,10,0,32031.69863,31.22,0.0,2032,4.92,0.0
S. aureus bacteraemia,Hywel Dda UHB,May,2020/21,5,4,1,33099.42192,15.11,3.02,2730,1.83,0.37
S. aureus bacteraemia,Hywel Dda UHB,Jun,2020/21,7,4,3,32031.69863,21.85,9.37,3133,2.23,0.96
S. aureus bacteraemia,Hywel Dda UHB,Jul,2020/21,9,7,2,33099.42192,27.19,6.04,3728,2.41,0.54
S. aureus bacteraemia,Hywel Dda UHB,Aug,2020/21,8,6,2,33099.42192,24.17,6.04,3734,2.14,0.54
S. aureus bacteraemia,Hywel Dda UHB,Sep,2020/21,7,6,1,32031.69863,21.85,3.12,3584,1.95,0.28
S. aureus bacteraemia,Hywel Dda UHB,Oct,2020/21,9,5,4,33099.42192,27.19,12.08,3518,2.56,1.14
S. aureus bacteraemia,Hywel Dda UHB,Nov,2020/21,5,4,1,32031.69863,15.61,3.12,3241,1.54,0.31
S. aureus bacteraemia,Hywel Dda UHB,Dec,2020/21,6,4,2,33099.42192,18.13,6.04,3082,1.95,0.65
S. aureus bacteraemia,Hywel Dda UHB,Jan,2020/21,12,7,5,33099.42192,36.25,15.11,2865,4.19,1.75
S. aureus bacteraemia,Hywel Dda UHB,Feb,2020/21,8,7,1,29896.25205,26.76,3.34,2942,2.72,0.34
S. aureus bacteraemia,Hywel Dda UHB,Mar,2020/21,8,5,3,33099.42192,24.17,9.06,3876,2.06,0.77
S. aureus bacteraemia,Hywel Dda UHB,Apr,2021/22,10,6,4,31439.83562,31.81,12.72,4032,2.48,0.99
S. aureus bacteraemia,Hywel Dda UHB,May,2021/22,13,13,0,32487.83014,40.01,0.0,4293,3.03,0.0
S. aureus bacteraemia,Hywel Dda UHB,Jun,2021/22,8,4,4,31439.83562,25.45,12.72,4189,1.91,0.95
S. aureus bacteraemia,Hywel Dda UHB,Jul,2021/22,12,8,4,32487.83014,36.94,12.31,4276,2.81,0.94
S. aureus bacteraemia,Hywel Dda UHB,Aug,2021/22,10,8,2,32487.83014,30.78,6.16,3992,2.51,0.5
S. aureus bacteraemia,Hywel Dda UHB,Sep,2021/22,12,9,3,31439.83562,38.17,9.54,3896,3.08,0.77
S. aureus bacteraemia,Hywel Dda UHB,Oct,2021/22,16,5,11,32487.83014,49.25,33.86,3981,4.02,2.76
S. aureus bacteraemia,Hywel Dda UHB,Nov,2021/22,10,6,4,31439.83562,31.81,12.72,3861,2.59,1.04
S. aureus bacteraemia,Hywel Dda UHB,Dec,2021/22,10,8,2,32487.83014,30.78,6.16,3658,2.73,0.55
S. aureus bacteraemia,Hywel Dda UHB,Jan,2021/22,6,5,1,32487.83014,18.47,3.08,3581,1.68,0.28
S. aureus bacteraemia,Hywel Dda UHB,Feb,2021/22,8,8,0,29343.84658,27.26,0.0,3319,2.41,0.0
S. aureus bacteraemia,Hywel Dda UHB,Mar,2021/22,6,4,2,32487.83014,18.47,6.16,3694,1.62,0.54
S. aureus bacteraemia,Hywel Dda UHB,Apr,2022/23,10,7,3,31651.56164,31.59,9.48,3524,2.84,0.85
S. aureus bacteraemia,Hywel Dda UHB,May,2022/23,5,5,0,32706.6137,15.29,0.0,4136,1.21,0.0
S. aureus bacteraemia,Hywel Dda UHB,Jun,2022/23,10,8,2,31651.56164,31.59,6.32,4015,2.49,0.5
S. aureus bacteraemia,Hywel Dda UHB,Jul,2022/23,13,8,5,32706.6137,39.75,15.29,3821,3.4,1.31
S. aureus bacteraemia,Hywel Dda UHB,Aug,2022/23,4,3,1,32706.6137,12.23,3.06,3812,1.05,0.26
S. aureus bacteraemia,Hywel Dda UHB,Sep,2022/23,6,4,2,31651.56164,18.96,6.32,3650,1.64,0.55
S. aureus bacteraemia,Hywel Dda UHB,Oct,2022/23,15,10,5,32706.6137,45.86,15.29,3947,3.8,1.27
S. aureus bacteraemia,Hywel Dda UHB,Nov,2022/23,10,7,3,31651.56164,31.59,9.48,4002,2.5,0.75
S. aureus bacteraemia,Hywel Dda UHB,Dec,2022/23,9,7,2,32706.6137,27.52,6.11,4208,2.14,0.48
S. aureus bacteraemia,Hywel Dda UHB,Jan,2022/23,13,9,4,32706.6137,39.75,12.23,4137,3.14,0.97
S. aureus bacteraemia,Hywel Dda UHB,Feb,2022/23,5,3,2,29541.45753,16.93,6.77,3712,1.35,0.54
S. aureus bacteraemia,Hywel Dda UHB,Mar,2022/23,11,11,0,32706.6137,33.63,0.0,4270,2.58,0.0
S. aureus bacteraemia,Hywel Dda UHB,Apr,2023/24,6,3,3,31901.83562,18.81,9.4,3974,1.51,0.75
S. aureus bacteraemia,Hywel Dda UHB,May,2023/24,8,5,3,32965.23014,24.27,9.1,4388,1.82,0.68
S. aureus bacteraemia,Hywel Dda UHB,Jun,2023/24,14,11,3,31901.83562,43.88,9.4,4510,3.1,0.67
S. aureus bacteraemia,Hywel Dda UHB,Jul,2023/24,8,5,3,32965.23014,24.27,9.1,4512,1.77,0.66
S. aureus bacteraemia,Hywel Dda UHB,Aug,2023/24,8,6,2,32965.23014,24.27,6.07,4438,1.8,0.45
S. aureus bacteraemia,Hywel Dda UHB,Sep,2023/24,8,6,2,31901.83562,25.08,6.27,4362,1.83,0.46
S. aureus bacteraemia,Hywel Dda UHB,Oct,2023/24,11,6,5,32965.23014,33.37,15.17,4665,2.36,1.07
S. aureus bacteraemia,Hywel Dda UHB,Nov,2023/24,12,9,3,31901.83562,37.62,9.4,4735,2.53,0.63
S. aureus bacteraemia,Hywel Dda UHB,Dec,2023/24,11,9,2,32965.23014,33.37,6.07,4435,2.48,0.45
S. aureus bacteraemia,Hywel Dda UHB,Jan,2023/24,8,4,4,32965.23014,24.27,12.13,4588,1.74,0.87
S. aureus bacteraemia,Hywel Dda UHB,Feb,2023/24,2,1,1,29775.04658,6.72,3.36,4347,0.46,0.23
S. aureus bacteraemia,Hywel Dda UHB,Mar,2023/24,14,9,5,32965.23014,42.47,15.17,4512,3.1,1.11
S. aureus bacteraemia,Hywel Dda UHB,Apr,2024/25,14,6,8,31814.67213,44.0,25.15,4646,3.01,1.72
S. aureus bacteraemia,Hywel Dda UHB,May,2024/25,7,6,1,32875.1612,21.29,3.04,5143,1.36,0.19
S. aureus bacteraemia,Hywel Dda UHB,Jun,2024/25,10,6,4,31814.67213,31.43,12.57,4668,2.14,0.86
S. aureus bacteraemia,Hywel Dda UHB,Jul,2024/25,13,10,3,32875.1612,39.54,9.13,4893,2.66,0.61
S. aureus bacteraemia,Hywel Dda UHB,Aug,2024/25,18,13,5,32875.1612,54.75,15.21,4575,3.93,1.09
S. aureus bacteraemia,Hywel Dda UHB,Sep,2024/25,9,6,3,31814.67213,28.29,9.43,4445,2.02,0.67
S. aureus bacteraemia,Hywel Dda UHB,Oct,2024/25,11,11,0,32875.1612,33.46,0.0,4946,2.22,0.0
S. aureus bacteraemia,Hywel Dda UHB,Nov,2024/25,8,6,2,31814.67213,25.15,6.29,4703,1.7,0.43
S. aureus bacteraemia,Hywel Dda UHB,Dec,2024/25,8,6,2,32875.1612,24.33,6.08,4667,1.71,0.43
S. aureus bacteraemia,Hywel Dda UHB,Jan,2024/25,12,8,4,32875.1612,36.5,12.17,4733,2.54,0.85
S. aureus bacteraemia,Hywel Dda UHB,Feb,2024/25,14,10,4,30754.18306,45.52,13.01,4402,3.18,0.91
S. aureus bacteraemia,Hywel Dda UHB,Mar,2024/25,9,5,4,32875.1612,27.38,12.17,4924,1.83,0.81
S. aureus bacteraemia,Hywel Dda UHB,Apr,2025/26,10,7,3,31901.83562,31.35,9.4,4699,2.13,0.64
S. aureus bacteraemia,Hywel Dda UHB,May,2025/26,13,10,3,32965.23014,39.44,9.1,4666,2.79,0.64
S. aureus bacteraemia,Hywel Dda UHB,Jun,2025/26,8,6,2,31901.83562,25.08,6.27,4819,1.66,0.42
S. aureus bacteraemia,Hywel Dda UHB,Jul,2025/26,13,9,4,32965.23014,39.44,12.13,4969,2.62,0.8
S. aureus bacteraemia,Hywel Dda UHB,Aug,2025/26,9,4,5,32965.23014,27.3,15.17,4969,1.81,1.01
S. aureus bacteraemia,Hywel Dda UHB,Sep,2025/26,9,5,4,31901.83562,28.21,12.54,4969,1.81,0.8
S. aureus bacteraemia,Powys THB,Apr,2020/21,0,0,0,10933.9726,0.0,0.0,101,0.0,0.0
S. aureus bacteraemia,Powys THB,May,2020/21,0,0,0,11298.43836,0.0,0.0,119,0.0,0.0
S. aureus bacteraemia,Powys THB,Jun,2020/21,0,0,0,10933.9726,0.0,0.0,130,0.0,0.0
S. aureus bacteraemia,Powys THB,Jul,2020/21,0,0,0,11298.43836,0.0,0.0,150,0.0,0.0
S. aureus bacteraemia,Powys THB,Aug,2020/21,1,0,1,11298.43836,8.85,8.85,126,7.94,7.94
S. aureus bacteraemia,Powys THB,Sep,2020/21,0,0,0,10933.9726,0.0,0.0,129,0.0,0.0
S. aureus bacteraemia,Powys THB,Oct,2020/21,0,0,0,11298.43836,0.0,0.0,118,0.0,0.0
S. aureus bacteraemia,Powys THB,Nov,2020/21,0,0,0,10933.9726,0.0,0.0,107,0.0,0.0
S. aureus bacteraemia,Powys THB,Dec,2020/21,0,0,0,11298.43836,0.0,0.0,134,0.0,0.0
S. aureus bacteraemia,Powys THB,Jan,2020/21,0,0,0,11298.43836,0.0,0.0,103,0.0,0.0
S. aureus bacteraemia,Powys THB,Feb,2020/21,0,0,0,10205.0411,0.0,0.0,92,0.0,0.0
S. aureus bacteraemia,Powys THB,Mar,2020/21,0,0,0,11298.43836,0.0,0.0,158,0.0,0.0
S. aureus bacteraemia,Powys THB,Apr,2021/22,0,0,0,10977.28767,0.0,0.0,135,0.0,0.0
S. aureus bacteraemia,Powys THB,May,2021/22,0,0,0,11343.19726,0.0,0.0,137,0.0,0.0
S. aureus bacteraemia,Powys THB,Jun,2021/22,0,0,0,10977.28767,0.0,0.0,120,0.0,0.0
S. aureus bacteraemia,Powys THB,Jul,2021/22,0,0,0,11343.19726,0.0,0.0,99,0.0,0.0
S. aureus bacteraemia,Powys THB,Aug,2021/22,0,0,0,11343.19726,0.0,0.0,112,0.0,0.0
S. aureus bacteraemia,Powys THB,Sep,2021/22,0,0,0,10977.28767,0.0,0.0,122,0.0,0.0
S. aureus bacteraemia,Powys THB,Oct,2021/22,0,0,0,11343.19726,0.0,0.0,99,0.0,0.0
S. aureus bacteraemia,Powys THB,Nov,2021/22,0,0,0,10977.28767,0.0,0.0,108,0.0,0.0
S. aureus bacteraemia,Powys THB,Dec,2021/22,0,0,0,11343.19726,0.0,0.0,137,0.0,0.0
S. aureus bacteraemia,Powys THB,Jan,2021/22,0,0,0,11343.19726,0.0,0.0,111,0.0,0.0
S. aureus bacteraemia,Powys THB,Feb,2021/22,0,0,0,10245.46849,0.0,0.0,111,0.0,0.0
S. aureus bacteraemia,Powys THB,Mar,2021/22,0,0,0,11343.19726,0.0,0.0,111,0.0,0.0
S. aureus bacteraemia,Powys THB,Apr,2022/23,0,0,0,11004.73973,0.0,0.0,114,0.0,0.0
S. aureus bacteraemia,Powys THB,May,2022/23,0,0,0,11371.56438,0.0,0.0,121,0.0,0.0
S. aureus bacteraemia,Powys THB,Jun,2022/23,0,0,0,11004.73973,0.0,0.0,124,0.0,0.0
S. aureus bacteraemia,Powys THB,Jul,2022/23,0,0,0,11371.56438,0.0,0.0,116,0.0,0.0
S. aureus bacteraemia,Powys THB,Aug,2022/23,0,0,0,11371.56438,0.0,0.0,113,0.0,0.0
S. aureus bacteraemia,Powys THB,Sep,2022/23,0,0,0,11004.73973,0.0,0.0,126,0.0,0.0
S. aureus bacteraemia,Powys THB,Oct,2022/23,0,0,0,11371.56438,0.0,0.0,115,0.0,0.0
S. aureus bacteraemia,Powys THB,Nov,2022/23,0,0,0,11004.73973,0.0,0.0,129,0.0,0.0
S. aureus bacteraemia,Powys THB,Dec,2022/23,0,0,0,11371.56438,0.0,0.0,122,0.0,0.0
S. aureus bacteraemia,Powys THB,Jan,2022/23,0,0,0,11371.56438,0.0,0.0,144,0.0,0.0
S. aureus bacteraemia,Powys THB,Feb,2022/23,0,0,0,10271.09041,0.0,0.0,111,0.0,0.0
S. aureus bacteraemia,Powys THB,Mar,2022/23,0,0,0,11371.56438,0.0,0.0,123,0.0,0.0
S. aureus bacteraemia,Powys THB,Apr,2023/24,0,0,0,11049.78082,0.0,0.0,108,0.0,0.0
S. aureus bacteraemia,Powys THB,May,2023/24,0,0,0,11418.10685,0.0,0.0,102,0.0,0.0
S. aureus bacteraemia,Powys THB,Jun,2023/24,0,0,0,11049.78082,0.0,0.0,112,0.0,0.0
S. aureus bacteraemia,Powys THB,Jul,2023/24,0,0,0,11418.10685,0.0,0.0,115,0.0,0.0
S. aureus bacteraemia,Powys THB,Aug,2023/24,0,0,0,11418.10685,0.0,0.0,114,0.0,0.0
S. aureus bacteraemia,Powys THB,Sep,2023/24,0,0,0,11049.78082,0.0,0.0,96,0.0,0.0
S. aureus bacteraemia,Powys THB,Oct,2023/24,0,0,0,11418.10685,0.0,0.0,109,0.0,0.0
S. aureus bacteraemia,Powys THB,Nov,2023/24,1,0,1,11049.78082,9.05,9.05,110,9.09,9.09
S. aureus bacteraemia,Powys THB,Dec,2023/24,0,0,0,11418.10685,0.0,0.0,123,0.0,0.0
S. aureus bacteraemia,Powys THB,Jan,2023/24,0,0,0,11418.10685,0.0,0.0,119,0.0,0.0
S. aureus bacteraemia,Powys THB,Feb,2023/24,0,0,0,10313.12877,0.0,0.0,87,0.0,0.0
S. aureus bacteraemia,Powys THB,Mar,2023/24,0,0,0,11418.10685,0.0,0.0,86,0.0,0.0
S. aureus bacteraemia,Powys THB,Apr,2024/25,1,0,1,11019.59016,9.07,9.07,100,10.0,10.0
S. aureus bacteraemia,Powys THB,May,2024/25,0,0,0,11386.90984,0.0,0.0,120,0.0,0.0
S. aureus bacteraemia,Powys THB,Jun,2024/25,0,0,0,11019.59016,0.0,0.0,116,0.0,0.0
S. aureus bacteraemia,Powys THB,Jul,2024/25,0,0,0,11386.90984,0.0,0.0,99,0.0,0.0
S. aureus bacteraemia,Powys THB,Aug,2024/25,0,0,0,11386.90984,0.0,0.0,102,0.0,0.0
S. aureus bacteraemia,Powys THB,Sep,2024/25,0,0,0,11019.59016,0.0,0.0,96,0.0,0.0
S. aureus bacteraemia,Powys THB,Oct,2024/25,0,0,0,11386.90984,0.0,0.0,118,0.0,0.0
S. aureus bacteraemia,Powys THB,Nov,2024/25,0,0,0,11019.59016,0.0,0.0,118,0.0,0.0
S. aureus bacteraemia,Powys THB,Dec,2024/25,0,0,0,11386.90984,0.0,0.0,129,0.0,0.0
S. aureus bacteraemia,Powys THB,Jan,2024/25,0,0,0,11386.90984,0.0,0.0,129,0.0,0.0
S. aureus bacteraemia,Powys THB,Feb,2024/25,1,0,1,10652.27049,9.39,9.39,110,9.09,9.09
S. aureus bacteraemia,Powys THB,Mar,2024/25,0,0,0,11386.90984,0.0,0.0,110,0.0,0.0
S. aureus bacteraemia,Powys THB,Apr,2025/26,1,1,0,11049.78082,9.05,0.0,109,9.17,0.0
S. aureus bacteraemia,Powys THB,May,2025/26,0,0,0,11418.10685,0.0,0.0,129,0.0,0.0
S. aureus bacteraemia,Powys THB,Jun,2025/26,0,0,0,11049.78082,0.0,0.0,110,0.0,0.0
S. aureus bacteraemia,Powys THB,Jul,2025/26,0,0,0,11418.10685,0.0,0.0,132,0.0,0.0
S. aureus bacteraemia,Powys THB,Aug,2025/26,0,0,0,11418.10685,0.0,0.0,132,0.0,0.0
S. aureus bacteraemia,Powys THB,Sep,2025/26,0,0,0,11049.78082,0.0,0.0,132,0.0,0.0
S. aureus bacteraemia,Swansea Bay UHB,Apr,2020/21,10,7,3,32132.79452,31.12,9.34,2249,4.45,1.33
S. aureus bacteraemia,Swansea Bay UHB,May,2020/21,6,4,2,33203.88767,18.07,6.02,3015,1.99,0.66
S. aureus bacteraemia,Swansea Bay UHB,Jun,2020/21,12,9,3,32132.79452,37.35,9.34,3523,3.41,0.85
S. aureus bacteraemia,Swansea Bay UHB,Jul,2020/21,6,4,2,33203.88767,18.07,6.02,3982,1.51,0.5
S. aureus bacteraemia,Swansea Bay UHB,Aug,2020/21,12,9,3,33203.88767,36.14,9.04,4107,2.92,0.73
S. aureus bacteraemia,Swansea Bay UHB,Sep,2020/21,14,10,4,32132.79452,43.57,12.45,4011,3.49,1.0
S. aureus bacteraemia,Swansea Bay UHB,Oct,2020/21,11,7,4,33203.88767,33.13,12.05,4000,2.75,1.0
S. aureus bacteraemia,Swansea Bay UHB,Nov,2020/21,13,10,3,32132.79452,40.46,9.34,3572,3.64,0.84
S. aureus bacteraemia,Swansea Bay UHB,Dec,2020/21,9,3,6,33203.88767,27.11,18.07,3508,2.57,1.71
S. aureus bacteraemia,Swansea Bay UHB,Jan,2020/21,9,3,6,33203.88767,27.11,18.07,3468,2.6,1.73
S. aureus bacteraemia,Swansea Bay UHB,Feb,2020/21,9,4,5,29990.60822,30.01,16.67,3461,2.6,1.44
S. aureus bacteraemia,Swansea Bay UHB,Mar,2020/21,11,8,3,33203.88767,33.13,9.04,4493,2.45,0.67
S. aureus bacteraemia,Swansea Bay UHB,Apr,2021/22,13,11,2,31213.56164,41.65,6.41,4548,2.86,0.44
S. aureus bacteraemia,Swansea Bay UHB,May,2021/22,15,10,5,32254.0137,46.51,15.5,4561,3.29,1.1
S. aureus bacteraemia,Swansea Bay UHB,Jun,2021/22,7,4,3,31213.56164,22.43,9.61,4806,1.46,0.62
S. aureus bacteraemia,Swansea Bay UHB,Jul,2021/22,11,7,4,32254.0137,34.1,12.4,4720,2.33,0.85
S. aureus bacteraemia,Swansea Bay UHB,Aug,2021/22,12,6,6,32254.0137,37.2,18.6,4668,2.57,1.29
S. aureus bacteraemia,Swansea Bay UHB,Sep,2021/22,17,8,9,31213.56164,54.46,28.83,4537,3.75,1.98
S. aureus bacteraemia,Swansea Bay UHB,Oct,2021/22,18,10,8,32254.0137,55.81,24.8,4521,3.98,1.77
S. aureus bacteraemia,Swansea Bay UHB,Nov,2021/22,4,3,1,31213.56164,12.81,3.2,4696,0.85,0.21
S. aureus bacteraemia,Swansea Bay UHB,Dec,2021/22,9,6,3,32254.0137,27.9,9.3,4482,2.01,0.67
S. aureus bacteraemia,Swansea Bay UHB,Jan,2021/22,13,10,3,32254.0137,40.31,9.3,4346,2.99,0.69
S. aureus bacteraemia,Swansea Bay UHB,Feb,2021/22,9,6,3,29132.65753,30.89,10.3,4123,2.18,0.73
S. aureus bacteraemia,Swansea Bay UHB,Mar,2021/22,11,8,3,32254.0137,34.1,9.3,4636,2.37,0.65
S. aureus bacteraemia,Swansea Bay UHB,Apr,2022/23,13,8,5,31515.61644,41.25,15.87,4349,2.99,1.15
S. aureus bacteraemia,Swansea Bay UHB,May,2022/23,18,11,7,32566.13699,55.27,21.49,4625,3.89,1.51
S. aureus bacteraemia,Swansea Bay UHB,Jun,2022/23,9,4,5,31515.61644,28.56,15.87,4466,2.02,1.12
S. aureus bacteraemia,Swansea Bay UHB,Jul,2022/23,12,7,5,32566.13699,36.85,15.35,4759,2.52,1.05
S. aureus bacteraemia,Swansea Bay UHB,Aug,2022/23,12,7,5,32566.13699,36.85,15.35,4696,2.56,1.06
S. aureus bacteraemia,Swansea Bay UHB,Sep,2022/23,14,8,6,31515.61644,44.42,19.04,4565,3.07,1.31
S. aureus bacteraemia,Swansea Bay UHB,Oct,2022/23,17,10,7,32566.13699,52.2,21.49,4965,3.42,1.41
S. aureus bacteraemia,Swansea Bay UHB,Nov,2022/23,8,4,4,31515.61644,25.38,12.69,4953,1.62,0.81
S. aureus bacteraemia,Swansea Bay UHB,Dec,2022/23,13,7,6,32566.13699,39.92,18.42,5063,2.57,1.19
S. aureus bacteraemia,Swansea Bay UHB,Jan,2022/23,10,4,6,32566.13699,30.71,18.42,4775,2.09,1.26
S. aureus bacteraemia,Swansea Bay UHB,Feb,2022/23,11,5,6,29414.57534,37.4,20.4,4596,2.39,1.31
S. aureus bacteraemia,Swansea Bay UHB,Mar,2022/23,10,5,5,32566.13699,30.71,15.35,5173,1.93,0.97
S. aureus bacteraemia,Swansea Bay UHB,Apr,2023/24,16,14,2,32025.20548,49.96,6.25,4522,3.54,0.44
