Organism_Name,HB,Month,FY,Total_Specimens,CO_Specimens,HO_Specimens,Mon_Pop,Mon_Total_Pop_Rate,Mon_HO_Pop_Rate,Mon_Adm,Mon_Total_Adm_Rate,Mon_HO_Adm_Rate
S. aureus bacteraemia,Aneurin Bevan UHB,Apr,2020/21,10,5,5,49166.63014,20.34,10.17,4058,2.46,1.23
S. aureus bacteraemia,Aneurin Bevan UHB,May,2020/21,9,6,3,50805.51781,17.71,5.9,5148,1.75,0.58
S. aureus bacteraemia,Aneurin Bevan UHB,Jun,2020/21,8,5,3,49166.63014,16.27,6.1,6141,1.3,0.49
S. aureus bacteraemia,Aneurin Bevan UHB,Jul,2020/21,22,16,6,50805.51781,43.3,11.81,6680,3.29,0.9
S. aureus bacteraemia,Aneurin Bevan UHB,Aug,2020/21,13,8,5,50805.51781,25.59,9.84,6682,1.95,0.75
S. aureus bacteraemia,Aneurin Bevan UHB,Sep,2020/21,7,5,2,49166.63014,14.24,4.07,6934,1.01,0.29
S. aureus bacteraemia,Aneurin Bevan UHB,Oct,2020/21,14,10,4,50805.51781,27.56,7.87,6518,2.15,0.61
S. aureus bacteraemia,Aneurin Bevan UHB,Nov,2020/21,12,4,8,49166.63014,24.41,16.27,6414,1.87,1.25
S. aureus bacteraemia,Aneurin Bevan UHB,Dec,2020/21,15,9,6,50805.51781,29.52,11.81,6514,2.3,0.92
S. aureus bacteraemia,Aneurin Bevan UHB,Jan,2020/21,17,6,11,50805.51781,33.46,21.65,6291,2.7,1.75
S. aureus bacteraemia,Aneurin Bevan UHB,Feb,2020/21,14,8,6,45888.85479,30.51,13.08,6456,2.17,0.93
S. aureus bacteraemia,Aneurin Bevan UHB,Mar,2020/21,16,12,4,50805.51781,31.49,7.87,7798,2.05,0.51
S. aureus bacteraemia,Aneurin Bevan UHB,Apr,2021/22,12,8,4,48353.67123,24.82,8.27,7931,1.51,0.5
S. aureus bacteraemia,Aneurin Bevan UHB,May,2021/22,12,11,1,49965.46027,24.02,2.0,7984,1.5,0.13
S. aureus bacteraemia,Aneurin Bevan UHB,Jun,2021/22,9,8,1,48353.67123,18.61,2.07,8261,1.09,0.12
S. aureus bacteraemia,Aneurin Bevan UHB,Jul,2021/22,7,5,2,49965.46027,14.01,4.0,8316,0.84,0.24
S. aureus bacteraemia,Aneurin Bevan UHB,Aug,2021/22,10,6,4,49965.46027,20.01,8.01,7748,1.29,0.52
S. aureus bacteraemia,Aneurin Bevan UHB,Sep,2021/22,11,9,2,48353.67123,22.75,4.14,7743,1.42,0.26
S. aureus bacteraemia,Aneurin Bevan UHB,Oct,2021/22,12,6,6,49965.46027,24.02,12.01,7704,1.56,0.78
S. aureus bacteraemia,Aneurin Bevan UHB,Nov,2021/22,10,4,6,48353.67123,20.68,12.41,7784,1.28,0.77
S. aureus bacteraemia,Aneurin Bevan UHB,Dec,2021/22,13,9,4,49965.46027,26.02,8.01,7434,1.75,0.54
S. aureus bacteraemia,Aneurin Bevan UHB,Jan,2021/22,9,7,2,49965.46027,18.01,4.0,7640,1.18,0.26
S. aureus bacteraemia,Aneurin Bevan UHB,Feb,2021/22,15,8,7,45130.09315,33.24,15.51,7055,2.13,0.99
S. aureus bacteraemia,Aneurin Bevan UHB,Mar,2021/22,14,10,4,49965.46027,28.02,8.01,8155,1.72,0.49
S. aureus bacteraemia,Aneurin Bevan UHB,Apr,2022/23,10,10,0,48607.89041,20.57,0.0,7296,1.37,0.0
S. aureus bacteraemia,Aneurin Bevan UHB,May,2022/23,12,4,8,50228.15342,23.89,15.93,7824,1.53,1.02
S. aureus bacteraemia,Aneurin Bevan UHB,Jun,2022/23,15,5,10,48607.89041,30.86,20.57,7610,1.97,1.31
S. aureus bacteraemia,Aneurin Bevan UHB,Jul,2022/23,7,4,3,50228.15342,13.94,5.97,7719,0.91,0.39
S. aureus bacteraemia,Aneurin Bevan UHB,Aug,2022/23,8,5,3,50228.15342,15.93,5.97,7563,1.06,0.4
S. aureus bacteraemia,Aneurin Bevan UHB,Sep,2022/23,14,9,5,48607.89041,28.8,10.29,7554,1.85,0.66
S. aureus bacteraemia,Aneurin Bevan UHB,Oct,2022/23,15,9,6,50228.15342,29.86,11.95,8016,1.87,0.75
S. aureus bacteraemia,Aneurin Bevan UHB,Nov,2022/23,9,6,3,48607.89041,18.52,6.17,8051,1.12,0.37
S. aureus bacteraemia,Aneurin Bevan UHB,Dec,2022/23,7,6,1,50228.15342,13.94,1.99,8080,0.87,0.12
S. aureus bacteraemia,Aneurin Bevan UHB,Jan,2022/23,12,3,9,50228.15342,23.89,17.92,8222,1.46,1.09
S. aureus bacteraemia,Aneurin Bevan UHB,Feb,2022/23,14,10,4,45367.36438,30.86,8.82,7876,1.78,0.51
S. aureus bacteraemia,Aneurin Bevan UHB,Mar,2022/23,14,10,4,50228.15342,27.87,7.96,9040,1.55,0.44
S. aureus bacteraemia,Aneurin Bevan UHB,Apr,2023/24,4,2,2,48937.9726,8.17,4.09,7886,0.51,0.25
S. aureus bacteraemia,Aneurin Bevan UHB,May,2023/24,8,4,4,50569.23836,15.82,7.91,8598,0.93,0.47
S. aureus bacteraemia,Aneurin Bevan UHB,Jun,2023/24,10,9,1,48937.9726,20.43,2.04,8630,1.16,0.12
S. aureus bacteraemia,Aneurin Bevan UHB,Jul,2023/24,12,10,2,50569.23836,23.73,3.95,8824,1.36,0.23
S. aureus bacteraemia,Aneurin Bevan UHB,Aug,2023/24,5,4,1,50569.23836,9.89,1.98,8735,0.57,0.11
S. aureus bacteraemia,Aneurin Bevan UHB,Sep,2023/24,17,9,8,48937.9726,34.74,16.35,8451,2.01,0.95
S. aureus bacteraemia,Aneurin Bevan UHB,Oct,2023/24,9,5,4,50569.23836,17.8,7.91,8858,1.02,0.45
S. aureus bacteraemia,Aneurin Bevan UHB,Nov,2023/24,12,10,2,48937.9726,24.52,4.09,8714,1.38,0.23
S. aureus bacteraemia,Aneurin Bevan UHB,Dec,2023/24,10,6,4,50569.23836,19.77,7.91,8483,1.18,0.47
S. aureus bacteraemia,Aneurin Bevan UHB,Jan,2023/24,21,13,8,50569.23836,41.53,15.82,8964,2.34,0.89
S. aureus bacteraemia,Aneurin Bevan UHB,Feb,2023/24,11,6,5,45675.4411,24.08,10.95,8427,1.31,0.59
S. aureus bacteraemia,Aneurin Bevan UHB,Mar,2023/24,10,8,2,50569.23836,19.77,3.95,8565,1.17,0.23
S. aureus bacteraemia,Aneurin Bevan UHB,Apr,2024/25,11,8,3,48804.2623,22.54,6.15,8742,1.26,0.34
S. aureus bacteraemia,Aneurin Bevan UHB,May,2024/25,15,10,5,50431.07104,29.74,9.91,8921,1.68,0.56
S. aureus bacteraemia,Aneurin Bevan UHB,Jun,2024/25,22,16,6,48804.2623,45.08,12.29,8393,2.62,0.71
S. aureus bacteraemia,Aneurin Bevan UHB,Jul,2024/25,22,13,9,50431.07104,43.62,17.85,8710,2.53,1.03
S. aureus bacteraemia,Aneurin Bevan UHB,Aug,2024/25,18,12,6,50431.07104,35.69,11.9,8373,2.15,0.72
S. aureus bacteraemia,Aneurin Bevan UHB,Sep,2024/25,14,9,5,48804.2623,28.69,10.25,8502,1.65,0.59
S. aureus bacteraemia,Aneurin Bevan UHB,Oct,2024/25,13,8,5,50431.07104,25.78,9.91,9080,1.43,0.55
S. aureus bacteraemia,Aneurin Bevan UHB,Nov,2024/25,16,9,7,48804.2623,32.78,14.34,8505,1.88,0.82
S. aureus bacteraemia,Aneurin Bevan UHB,Dec,2024/25,11,6,5,50431.07104,21.81,9.91,8489,1.3,0.59
S. aureus bacteraemia,Aneurin Bevan UHB,Jan,2024/25,17,9,8,50431.07104,33.71,15.86,8934,1.9,0.9
S. aureus bacteraemia,Aneurin Bevan UHB,Feb,2024/25,13,5,8,47177.45355,27.56,16.96,8475,1.53,0.94
S. aureus bacteraemia,Aneurin Bevan UHB,Mar,2024/25,17,13,4,50431.07104,33.71,7.93,9435,1.8,0.42
S. aureus bacteraemia,Aneurin Bevan UHB,Apr,2025/26,15,7,8,48937.9726,30.65,16.35,8648,1.73,0.93
S. aureus bacteraemia,Aneurin Bevan UHB,May,2025/26,13,9,4,50569.23836,25.71,7.91,9092,1.43,0.44
S. aureus bacteraemia,Aneurin Bevan UHB,Jun,2025/26,11,7,4,48937.9726,22.48,8.17,9282,1.19,0.43
S. aureus bacteraemia,Aneurin Bevan UHB,Jul,2025/26,12,10,2,50569.23836,23.73,3.95,9638,1.25,0.21
S. aureus bacteraemia,Aneurin Bevan UHB,Aug,2025/26,11,8,3,50569.23836,21.75,5.93,9638,1.14,0.31
S. aureus bacteraemia,Aneurin Bevan UHB,Sep,2025/26,12,5,7,48937.9726,24.52,14.3,9638,1.25,0.73
S. aureus bacteraemia,Betsi Cadwaladr UHB,Apr,2020/21,8,6,2,57810.49315,13.84,3.46,4587,1.74,0.44
S. aureus bacteraemia,Betsi Cadwaladr UHB,May,2020/21,10,7,3,59737.50959,16.74,5.02,5805,1.72,0.52
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jun,2020/21,11,6,5,57810.49315,19.03,8.65,5836,1.88,0.86
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jul,2020/21,9,5,4,59737.50959,15.07,6.7,6346,1.42,0.63
S. aureus bacteraemia,Betsi Cadwaladr UHB,Aug,2020/21,22,17,5,59737.50959,36.83,8.37,6412,3.43,0.78
S. aureus bacteraemia,Betsi Cadwaladr UHB,Sep,2020/21,14,13,1,57810.49315,24.22,1.73,6598,2.12,0.15
S. aureus bacteraemia,Betsi Cadwaladr UHB,Oct,2020/21,13,10,3,59737.50959,21.76,5.02,6973,1.86,0.43
S. aureus bacteraemia,Betsi Cadwaladr UHB,Nov,2020/21,16,13,3,57810.49315,27.68,5.19,6688,2.39,0.45
S. aureus bacteraemia,Betsi Cadwaladr UHB,Dec,2020/21,15,12,3,59737.50959,25.11,5.02,6841,2.19,0.44
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jan,2020/21,18,13,5,59737.50959,30.13,8.37,6454,2.79,0.77
S. aureus bacteraemia,Betsi Cadwaladr UHB,Feb,2020/21,12,8,4,53956.46027,22.24,7.41,5866,2.05,0.68
S. aureus bacteraemia,Betsi Cadwaladr UHB,Mar,2020/21,9,6,3,59737.50959,15.07,5.02,6931,1.3,0.43
S. aureus bacteraemia,Betsi Cadwaladr UHB,Apr,2021/22,12,11,1,56473.80822,21.25,1.77,7000,1.71,0.14
S. aureus bacteraemia,Betsi Cadwaladr UHB,May,2021/22,13,8,5,58356.26849,22.28,8.57,7507,1.73,0.67
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jun,2021/22,13,10,3,56473.80822,23.02,5.31,7828,1.66,0.38
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jul,2021/22,17,10,7,58356.26849,29.13,12.0,7742,2.2,0.9
S. aureus bacteraemia,Betsi Cadwaladr UHB,Aug,2021/22,16,10,6,58356.26849,27.42,10.28,7278,2.2,0.82
S. aureus bacteraemia,Betsi Cadwaladr UHB,Sep,2021/22,18,9,9,56473.80822,31.87,15.94,7002,2.57,1.29
S. aureus bacteraemia,Betsi Cadwaladr UHB,Oct,2021/22,18,9,9,58356.26849,30.85,15.42,7387,2.44,1.22
S. aureus bacteraemia,Betsi Cadwaladr UHB,Nov,2021/22,17,13,4,56473.80822,30.1,7.08,7483,2.27,0.53
S. aureus bacteraemia,Betsi Cadwaladr UHB,Dec,2021/22,16,13,3,58356.26849,27.42,5.14,6823,2.35,0.44
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jan,2021/22,22,14,8,58356.26849,37.7,13.71,6888,3.19,1.16
S. aureus bacteraemia,Betsi Cadwaladr UHB,Feb,2021/22,9,8,1,52708.88767,17.07,1.9,6647,1.35,0.15
S. aureus bacteraemia,Betsi Cadwaladr UHB,Mar,2021/22,8,7,1,58356.26849,13.71,1.71,7482,1.07,0.13
S. aureus bacteraemia,Betsi Cadwaladr UHB,Apr,2022/23,19,15,4,56564.46575,33.59,7.07,6912,2.75,0.58
S. aureus bacteraemia,Betsi Cadwaladr UHB,May,2022/23,19,12,7,58449.94795,32.51,11.98,7923,2.4,0.88
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jun,2022/23,25,20,5,56564.46575,44.2,8.84,7542,3.31,0.66
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jul,2022/23,13,7,6,58449.94795,22.24,10.27,7632,1.7,0.79
S. aureus bacteraemia,Betsi Cadwaladr UHB,Aug,2022/23,11,8,3,58449.94795,18.82,5.13,7606,1.45,0.39
S. aureus bacteraemia,Betsi Cadwaladr UHB,Sep,2022/23,15,7,8,56564.46575,26.52,14.14,7460,2.01,1.07
S. aureus bacteraemia,Betsi Cadwaladr UHB,Oct,2022/23,18,14,4,58449.94795,30.8,6.84,8154,2.21,0.49
S. aureus bacteraemia,Betsi Cadwaladr UHB,Nov,2022/23,2,2,0,56564.46575,3.54,0.0,8583,0.23,0.0
S. aureus bacteraemia,Betsi Cadwaladr UHB,Dec,2022/23,16,5,11,58449.94795,27.37,18.82,8252,1.94,1.33
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jan,2022/23,20,10,10,58449.94795,34.22,17.11,7790,2.57,1.28
S. aureus bacteraemia,Betsi Cadwaladr UHB,Feb,2022/23,11,7,4,52793.50137,20.84,7.58,7430,1.48,0.54
S. aureus bacteraemia,Betsi Cadwaladr UHB,Mar,2022/23,17,12,5,58449.94795,29.08,8.55,8155,2.08,0.61
S. aureus bacteraemia,Betsi Cadwaladr UHB,Apr,2023/24,15,11,4,56875.9726,26.37,7.03,7372,2.03,0.54
S. aureus bacteraemia,Betsi Cadwaladr UHB,May,2023/24,11,10,1,58771.83836,18.72,1.7,8222,1.34,0.12
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jun,2023/24,18,13,5,56875.9726,31.65,8.79,8202,2.19,0.61
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jul,2023/24,11,9,2,58771.83836,18.72,3.4,8442,1.3,0.24
S. aureus bacteraemia,Betsi Cadwaladr UHB,Aug,2023/24,13,12,1,58771.83836,22.12,1.7,8139,1.6,0.12
S. aureus bacteraemia,Betsi Cadwaladr UHB,Sep,2023/24,17,9,8,56875.9726,29.89,14.07,8165,2.08,0.98
S. aureus bacteraemia,Betsi Cadwaladr UHB,Oct,2023/24,10,6,4,58771.83836,17.01,6.81,9000,1.11,0.44
S. aureus bacteraemia,Betsi Cadwaladr UHB,Nov,2023/24,15,11,4,56875.9726,26.37,7.03,8726,1.72,0.46
S. aureus bacteraemia,Betsi Cadwaladr UHB,Dec,2023/24,21,17,4,58771.83836,35.73,6.81,8143,2.58,0.49
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jan,2023/24,21,18,3,58771.83836,35.73,5.1,8085,2.6,0.37
S. aureus bacteraemia,Betsi Cadwaladr UHB,Feb,2023/24,17,12,5,53084.2411,32.02,9.42,7888,2.16,0.63
S. aureus bacteraemia,Betsi Cadwaladr UHB,Mar,2023/24,11,10,1,58771.83836,18.72,1.7,8583,1.28,0.12
S. aureus bacteraemia,Betsi Cadwaladr UHB,Apr,2024/25,15,12,3,56720.57377,26.45,5.29,8088,1.85,0.37
S. aureus bacteraemia,Betsi Cadwaladr UHB,May,2024/25,17,12,5,58611.25956,29.0,8.53,8308,2.05,0.6
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jun,2024/25,11,9,2,56720.57377,19.39,3.53,7963,1.38,0.25
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jul,2024/25,15,13,2,58611.25956,25.59,3.41,8552,1.75,0.23
S. aureus bacteraemia,Betsi Cadwaladr UHB,Aug,2024/25,14,12,2,58611.25956,23.89,3.41,7963,1.76,0.25
S. aureus bacteraemia,Betsi Cadwaladr UHB,Sep,2024/25,14,10,4,56720.57377,24.68,7.05,7975,1.76,0.5
S. aureus bacteraemia,Betsi Cadwaladr UHB,Oct,2024/25,18,15,3,58611.25956,30.71,5.12,8858,2.03,0.34
S. aureus bacteraemia,Betsi Cadwaladr UHB,Nov,2024/25,19,13,6,56720.57377,33.5,10.58,8386,2.27,0.72
S. aureus bacteraemia,Betsi Cadwaladr UHB,Dec,2024/25,11,8,3,58611.25956,18.77,5.12,8202,1.34,0.37
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jan,2024/25,16,9,7,58611.25956,27.3,11.94,8113,1.97,0.86
S. aureus bacteraemia,Betsi Cadwaladr UHB,Feb,2024/25,12,9,3,54829.88798,21.89,5.47,7546,1.59,0.4
S. aureus bacteraemia,Betsi Cadwaladr UHB,Mar,2024/25,18,13,5,58611.25956,30.71,8.53,8142,2.21,0.61
S. aureus bacteraemia,Betsi Cadwaladr UHB,Apr,2025/26,20,14,6,56875.9726,35.16,10.55,7978,2.51,0.75
S. aureus bacteraemia,Betsi Cadwaladr UHB,May,2025/26,14,9,5,58771.83836,23.82,8.51,8210,1.71,0.61
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jun,2025/26,19,17,2,56875.9726,33.41,3.52,8402,2.26,0.24
S. aureus bacteraemia,Betsi Cadwaladr UHB,Jul,2025/26,17,10,7,58771.83836,28.93,11.91,8773,1.94,0.8
S. aureus bacteraemia,Betsi Cadwaladr UHB,Aug,2025/26,16,8,8,58771.83836,27.22,13.61,8773,1.82,0.91
S. aureus bacteraemia,Betsi Cadwaladr UHB,Sep,2025/26,6,6,0,56875.9726,10.55,0.0,8773,0.68,0.0
S. aureus bacteraemia,Cardiff and Vale UHB,Apr,2020/21,12,10,2,41465.50685,28.94,4.82,2755,4.36,0.73
S. aureus bacteraemia,Cardiff and Vale UHB,May,2020/21,12,6,6,42847.69041,28.01,14.0,3273,3.67,1.83
S. aureus bacteraemia,Cardiff and Vale UHB,Jun,2020/21,10,3,7,41465.50685,24.12,16.88,3516,2.84,1.99
S. aureus bacteraemia,Cardiff and Vale UHB,Jul,2020/21,16,8,8,42847.69041,37.34,18.67,4089,3.91,1.96
S. aureus bacteraemia,Cardiff and Vale UHB,Aug,2020/21,6,3,3,42847.69041,14.0,7.0,4095,1.47,0.73
S. aureus bacteraemia,Cardiff and Vale UHB,Sep,2020/21,9,5,4,41465.50685,21.7,9.65,4605,1.95,0.87
S. aureus bacteraemia,Cardiff and Vale UHB,Oct,2020/21,6,3,3,42847.69041,14.0,7.0,4624,1.3,0.65
S. aureus bacteraemia,Cardiff and Vale UHB,Nov,2020/21,14,9,5,41465.50685,33.76,12.06,4655,3.01,1.07
S. aureus bacteraemia,Cardiff and Vale UHB,Dec,2020/21,12,4,8,42847.69041,28.01,18.67,4311,2.78,1.86
S. aureus bacteraemia,Cardiff and Vale UHB,Jan,2020/21,8,5,3,42847.69041,18.67,7.0,4000,2.0,0.75
S. aureus bacteraemia,Cardiff and Vale UHB,Feb,2020/21,13,9,4,38701.13973,33.59,10.34,3931,3.31,1.02
S. aureus bacteraemia,Cardiff and Vale UHB,Mar,2020/21,12,8,4,42847.69041,28.01,9.34,4909,2.44,0.81
S. aureus bacteraemia,Cardiff and Vale UHB,Apr,2021/22,9,4,5,40442.13699,22.25,12.36,4877,1.85,1.03
S. aureus bacteraemia,Cardiff and Vale UHB,May,2021/22,7,6,1,41790.20822,16.75,2.39,4909,1.43,0.2
S. aureus bacteraemia,Cardiff and Vale UHB,Jun,2021/22,14,6,8,40442.13699,34.62,19.78,5198,2.69,1.54
S. aureus bacteraemia,Cardiff and Vale UHB,Jul,2021/22,12,6,6,41790.20822,28.71,14.36,5168,2.32,1.16
S. aureus bacteraemia,Cardiff and Vale UHB,Aug,2021/22,8,3,5,41790.20822,19.14,11.96,4898,1.63,1.02
S. aureus bacteraemia,Cardiff and Vale UHB,Sep,2021/22,13,10,3,40442.13699,32.14,7.42,5229,2.49,0.57
S. aureus bacteraemia,Cardiff and Vale UHB,Oct,2021/22,8,6,2,41790.20822,19.14,4.79,5311,1.51,0.38
S. aureus bacteraemia,Cardiff and Vale UHB,Nov,2021/22,10,5,5,40442.13699,24.73,12.36,5250,1.9,0.95
S. aureus bacteraemia,Cardiff and Vale UHB,Dec,2021/22,14,7,7,41790.20822,33.5,16.75,4735,2.96,1.48
S. aureus bacteraemia,Cardiff and Vale UHB,Jan,2021/22,16,7,9,41790.20822,38.29,21.54,4507,3.55,2.0
S. aureus bacteraemia,Cardiff and Vale UHB,Feb,2021/22,8,5,3,37745.99452,21.19,7.95,4450,1.8,0.67
S. aureus bacteraemia,Cardiff and Vale UHB,Mar,2021/22,23,15,8,41790.20822,55.04,19.14,4934,4.66,1.62
S. aureus bacteraemia,Cardiff and Vale UHB,Apr,2022/23,7,4,3,41554.60274,16.85,7.22,4365,1.6,0.69
S. aureus bacteraemia,Cardiff and Vale UHB,May,2022/23,18,10,8,42939.75616,41.92,18.63,4898,3.67,1.63
S. aureus bacteraemia,Cardiff and Vale UHB,Jun,2022/23,12,5,7,41554.60274,28.88,16.85,4651,2.58,1.51
S. aureus bacteraemia,Cardiff and Vale UHB,Jul,2022/23,13,6,7,42939.75616,30.27,16.3,4694,2.77,1.49
S. aureus bacteraemia,Cardiff and Vale UHB,Aug,2022/23,13,7,6,42939.75616,30.27,13.97,4592,2.83,1.31
S. aureus bacteraemia,Cardiff and Vale UHB,Sep,2022/23,7,4,3,41554.60274,16.85,7.22,4752,1.47,0.63
S. aureus bacteraemia,Cardiff and Vale UHB,Oct,2022/23,14,8,6,42939.75616,32.6,13.97,5174,2.71,1.16
S. aureus bacteraemia,Cardiff and Vale UHB,Nov,2022/23,11,5,6,41554.60274,26.47,14.44,5266,2.09,1.14
S. aureus bacteraemia,Cardiff and Vale UHB,Dec,2022/23,14,8,6,42939.75616,32.6,13.97,5289,2.65,1.13
S. aureus bacteraemia,Cardiff and Vale UHB,Jan,2022/23,8,7,1,42939.75616,18.63,2.33,5008,1.6,0.2
S. aureus bacteraemia,Cardiff and Vale UHB,Feb,2022/23,11,6,5,38784.29589,28.36,12.89,4872,2.26,1.03
S. aureus bacteraemia,Cardiff and Vale UHB,Mar,2022/23,16,12,4,42939.75616,37.26,9.32,5608,2.85,0.71
S. aureus bacteraemia,Cardiff and Vale UHB,Apr,2023/24,11,10,1,42597.45205,25.82,2.35,4753,2.31,0.21
S. aureus bacteraemia,Cardiff and Vale UHB,May,2023/24,14,9,5,44017.36712,31.81,11.36,5478,2.56,0.91
S. aureus bacteraemia,Cardiff and Vale UHB,Jun,2023/24,19,12,7,42597.45205,44.6,16.43,5344,3.56,1.31
S. aureus bacteraemia,Cardiff and Vale UHB,Jul,2023/24,12,8,4,44017.36712,27.26,9.09,5433,2.21,0.74
S. aureus bacteraemia,Cardiff and Vale UHB,Aug,2023/24,16,13,3,44017.36712,36.35,6.82,5601,2.86,0.54
S. aureus bacteraemia,Cardiff and Vale UHB,Sep,2023/24,10,5,5,42597.45205,23.48,11.74,5570,1.8,0.9
S. aureus bacteraemia,Cardiff and Vale UHB,Oct,2023/24,11,4,7,44017.36712,24.99,15.9,6203,1.77,1.13
S. aureus bacteraemia,Cardiff and Vale UHB,Nov,2023/24,23,14,9,42597.45205,53.99,21.13,6289,3.66,1.43
S. aureus bacteraemia,Cardiff and Vale UHB,Dec,2023/24,11,7,4,44017.36712,24.99,9.09,5804,1.9,0.69
S. aureus bacteraemia,Cardiff and Vale UHB,Jan,2023/24,10,8,2,44017.36712,22.72,4.54,6187,1.62,0.32
S. aureus bacteraemia,Cardiff and Vale UHB,Feb,2023/24,12,5,7,39757.62192,30.18,17.61,5768,2.08,1.21
S. aureus bacteraemia,Cardiff and Vale UHB,Mar,2023/24,10,7,3,44017.36712,22.72,6.82,5793,1.73,0.52
S. aureus bacteraemia,Cardiff and Vale UHB,Apr,2024/25,15,6,9,42481.06557,35.31,21.19,5889,2.55,1.53
S. aureus bacteraemia,Cardiff and Vale UHB,May,2024/25,18,11,7,43897.10109,41.0,15.95,6001,3.0,1.17
S. aureus bacteraemia,Cardiff and Vale UHB,Jun,2024/25,14,8,6,42481.06557,32.96,14.12,5709,2.45,1.05
S. aureus bacteraemia,Cardiff and Vale UHB,Jul,2024/25,15,10,5,43897.10109,34.17,11.39,5741,2.61,0.87
S. aureus bacteraemia,Cardiff and Vale UHB,Aug,2024/25,19,11,8,43897.10109,43.28,18.22,5156,3.69,1.55
S. aureus bacteraemia,Cardiff and Vale UHB,Sep,2024/25,12,8,4,42481.06557,28.25,9.42,5514,2.18,0.73
S. aureus bacteraemia,Cardiff and Vale UHB,Oct,2024/25,14,10,4,43897.10109,31.89,9.11,5916,2.37,0.68
S. aureus bacteraemia,Cardiff and Vale UHB,Nov,2024/25,18,12,6,42481.06557,42.37,14.12,5759,3.13,1.04
S. aureus bacteraemia,Cardiff and Vale UHB,Dec,2024/25,13,9,4,43897.10109,29.61,9.11,5522,2.35,0.72
S. aureus bacteraemia,Cardiff and Vale UHB,Jan,2024/25,17,11,6,43897.10109,38.73,13.67,5549,3.06,1.08
S. aureus bacteraemia,Cardiff and Vale UHB,Feb,2024/25,16,8,8,41065.03005,38.96,19.48,5176,3.09,1.55
S. aureus bacteraemia,Cardiff and Vale UHB,Mar,2024/25,13,10,3,43897.10109,29.61,6.83,5750,2.26,0.52
S. aureus bacteraemia,Cardiff and Vale UHB,Apr,2025/26,14,7,7,42597.45205,32.87,16.43,5451,2.57,1.28
S. aureus bacteraemia,Cardiff and Vale UHB,May,2025/26,12,9,3,44017.36712,27.26,6.82,5356,2.24,0.56
S. aureus bacteraemia,Cardiff and Vale UHB,Jun,2025/26,16,9,7,42597.45205,37.56,16.43,5575,2.87,1.26
S. aureus bacteraemia,Cardiff and Vale UHB,Jul,2025/26,12,7,5,44017.36712,27.26,11.36,5590,2.15,0.89
S. aureus bacteraemia,Cardiff and Vale UHB,Aug,2025/26,10,6,4,44017.36712,22.72,9.09,5590,1.79,0.72
S. aureus bacteraemia,Cardiff and Vale UHB,Sep,2025/26,15,11,4,42597.45205,35.21,9.39,5590,2.68,0.72
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Apr,2020/21,6,4,2,36972.82192,16.23,5.41,3032,1.98,0.66
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,May,2020/21,10,8,2,38205.24932,26.17,5.23,3717,2.69,0.54
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jun,2020/21,11,7,4,36972.82192,29.75,10.82,4026,2.73,0.99
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jul,2020/21,5,3,2,38205.24932,13.09,5.23,4757,1.05,0.42
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Aug,2020/21,13,5,8,38205.24932,34.03,20.94,4826,2.69,1.66
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Sep,2020/21,8,5,3,36972.82192,21.64,8.11,5019,1.59,0.6
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Oct,2020/21,14,7,7,38205.24932,36.64,18.32,3941,3.55,1.78
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Nov,2020/21,9,5,4,36972.82192,24.34,10.82,3953,2.28,1.01
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Dec,2020/21,13,9,4,38205.24932,34.03,10.47,4048,3.21,0.99
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Jan,2020/21,10,4,6,38205.24932,26.17,15.7,3955,2.53,1.52
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Feb,2020/21,5,4,1,34507.96712,14.49,2.9,3968,1.26,0.25
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Mar,2020/21,12,9,3,38205.24932,31.41,7.85,5240,2.29,0.57
S. aureus bacteraemia,Cwm Taf Morgannwg UHB,Apr,2021/22,13,11,2,36338.87671,35.77,5.5,5065,2.57,0.39
